years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
5,Public administration and defence - compulsory social security,Fire service activities,Fire service activities,Female,65,29900.0
5,Public administration and defence - compulsory social security,Fire service activities,Fire service activities,Male,120,33900.0
5,Public administration and defence - compulsory social security,Compulsory social security activities,Compulsory social security activities,Female,425,26600.0
5,Public administration and defence - compulsory social security,Compulsory social security activities,Compulsory social security activities,Male,280,27000.0
5,Real estate activities,Buying and selling of own real estate,Buying and selling of own real estate,Female,15,26600.0
5,Real estate activities,Buying and selling of own real estate,Buying and selling of own real estate,Male,20,37200.0
5,Real estate activities,Renting and operating of Housing Association real estate,Renting and operating of Housing Association real estate,Female,480,25000.0
5,Real estate activities,Renting and operating of Housing Association real estate,Renting and operating of Housing Association real estate,Male,240,29200.0
5,Real estate activities,Other letting and operating of own or leased real estate,Other letting and operating of own or leased real estate,Female,235,25600.0
5,Real estate activities,Other letting and operating of own or leased real estate,Other letting and operating of own or leased real estate,Male,160,27400.0
5,Real estate activities,Real estate agencies,Real estate agencies,Female,610,31000.0
5,Real estate activities,Real estate agencies,Real estate agencies,Male,640,37200.0
5,Real estate activities,Management of real estate on a fee or contract basis,Management of real estate on a fee or contract basis,Female,320,28100.0
5,Real estate activities,Management of real estate on a fee or contract basis,Management of real estate on a fee or contract basis,Male,265,30700.0
5,Transportation and storage,"Passenger rail transport, interurban","Passenger rail transport, interurban",Female,90,30500.0
5,Transportation and storage,"Passenger rail transport, interurban","Passenger rail transport, interurban",Male,140,35000.0
5,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)","Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Female,115,32100.0
5,Transportation and storage,"Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)","Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",Male,230,35800.0
5,Transportation and storage,Taxi operation,Taxi operation,Female,15,15000.0
5,Transportation and storage,Taxi operation,Taxi operation,Male,25,15400.0
5,Transportation and storage,Other passenger land transport,Other passenger land transport,Female,20,21000.0
5,Transportation and storage,Other passenger land transport,Other passenger land transport,Male,20,30700.0
5,Transportation and storage,Freight transport by road,Freight transport by road,Female,110,24800.0
5,Transportation and storage,Freight transport by road,Freight transport by road,Male,195,28100.0
5,Transportation and storage,Scheduled passenger air transport,Scheduled passenger air transport,Female,265,24700.0
5,Transportation and storage,Scheduled passenger air transport,Scheduled passenger air transport,Male,205,36900.0
5,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Operation of warehousing and storage facilities for land transport activities,Female,295,28100.0
5,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Operation of warehousing and storage facilities for land transport activities,Male,485,32100.0
5,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.","Other service activities incidental to land transportation, n.e.c.",Female,140,31200.0
5,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.","Other service activities incidental to land transportation, n.e.c.",Male,240,38000.0
5,Transportation and storage,Service activities incidental to air transportation,Service activities incidental to air transportation,Female,95,28100.0
5,Transportation and storage,Service activities incidental to air transportation,Service activities incidental to air transportation,Male,125,31800.0
5,Transportation and storage,Other transportation support activities,Other transportation support activities,Female,110,29700.0
5,Transportation and storage,Other transportation support activities,Other transportation support activities,Male,150,33900.0
5,Transportation and storage,Postal activities under universal service obligation,Postal activities under universal service obligation,Female,90,25900.0
5,Transportation and storage,Postal activities under universal service obligation,Postal activities under universal service obligation,Male,195,26100.0
5,Transportation and storage,Unlicensed carrier,Unlicensed carrier,Female,120,29700.0
5,Transportation and storage,Unlicensed carrier,Unlicensed carrier,Male,180,28300.0
